,question,context,context_len,options,answer,answer_idx,explanation,facts,patient,specialty
18,"Of the following organisms, infection with which one is most consistent with her symptoms?","['A 22-year old active duty soldier presents to your clinic with complaints of intense fatigue, fevers, abdominal pain, and a nonproductive cough.', 'Her symptoms began a few days ago, but she returned from a tour of duty in Malawi and Mozambique four weeks ago.', 'She endorses sleeping outside, using minimal bug spray, and swimming in rivers during her tour.', 'On physical exam, her temperature is 101.5, and she appears exhausted.', 'She has a hive-like rash scattered over her body.', 'Her abdominal exam is notable for hepatosplenomegaly, and her lung exam is notable for scattered crackles.', 'Her CBC with diff is remarkable for marked eosinophilia, and she has an elevated IgE.']",7,"{'A': 'Plasmodium falciparum', 'B': 'Schistosoma mansoni', 'C': 'Mycobacterium tuberculosis', 'D': 'Trypanosoma brucei rhodesiense'}",Schistosoma mansoni,B,,"['1. Patient is 22-year old active duty soldier.', '2. Patient presents with complaints of intense fatigue, fevers, abdominal pain, and a nonproductive cough.', '3. Symptoms began a few days ago.', '4. Patient returned from a tour of duty in Malawi and Mozambique four weeks ago.', '5. Patient endorses sleeping outside, using minimal bug spray, and swimming in rivers during her tour.', ""6. On physical exam, patient's temperature is 101.5, and she appears exhausted."", '7. Patient has a hive-like rash scattered over her body.', '8. Abdominal exam is notable for hepatosplenomegaly.', '9. Lung exam is notable for scattered crackles.', '10. CBC with diff is remarkable for marked eosinophilia.', '11. Patient has an elevated IgE.']","{'gender': 'Not specified', 'age': '22 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
20,Which of the following is the primary cause of the patient’s lab results?,"['A 46-year-old woman presents to the emergency department with progressive dyspnea and chest pain.', 'She reports that her symptoms started 1 week ago and have gotten progressively worse.', 'The chest pain is left-sided and is exacerbated by coughing or deep breaths.', 'She also endorses a 6-month history of joint pains involving her knees, elbows, and digits.', 'She does not have a significant medical or surgical history.', 'She takes ibuprofen as needed.', 'She works as a pre-school teacher.', 'The patient’s temperature is 99°F (37.2°C), blood pressure is 120/78 mmHg, pulse is 89/min, and respirations are 17/min with an oxygen saturation of 93% on room air.', 'On physical examination, a friction rub upon inspiration/expiration and crackles are appreciated at the base of the left lung.', 'She has an erythematous rash that spans the bilateral cheeks and nose.', 'There are also scattered ecchymoses on her arms and legs.', 'A chest radiograph shows a small left-sided pleural effusion.', 'A complete blood count is obtained, as shown below: |  | Hemoglobin: 9 g/dL | Hematocrit: 28% | Leukocyte count: 1,500/mm^3 with normal differential | Platelet count: 80,000/mm^3 |  | A urinalysis shows elevated protein levels.', 'Serologic antibodies are pending.']",14,"{'A': 'Hematologic malignancy', 'B': 'Immune-mediated destruction', 'C': 'Mechanical shearing', 'D': 'Viral infection'}",Immune-mediated destruction,B,,"['1. Patient is a 46-year-old woman.', '2. Patient presents to the emergency department with progressive dyspnea and chest pain.', '3. Symptoms started 1 week ago and have gotten progressively worse.', '4. Chest pain is left-sided and is exacerbated by coughing or deep breaths.', '5. Patient has a 6-month history of joint pains involving her knees, elbows, and digits.', '6. Patient does not have a significant medical or surgical history.', '7. Patient takes ibuprofen as needed.', '8. Patient works as a pre-school teacher.', ""9. Patient's temperature is 99°F (37.2°C)."", ""10. Patient's blood pressure is 120/78 mmHg."", ""11. Patient's pulse is 89/min."", ""12. Patient's respirations are 17/min with an oxygen saturation of 93% on room air."", '13. Physical examination reveals a friction rub upon inspiration/expiration and crackles at the base of the left lung.', '14. Patient has an erythematous rash that spans the bilateral cheeks and nose.', '15. Patient has scattered ecchymoses on her arms and legs.', '16. Chest radiograph shows a small left-sided pleural effusion.', '17. Complete blood count shows hemoglobin of 9 g/dL, hematocrit of 28%, leukocyte count of 1,500/mm^3 with normal differential, and platelet count of 80,000/mm^3.', '18. Urinalysis shows elevated protein levels.', '19. Serologic antibodies are pending.']","{'gender': 'Female', 'age': '46', 'specialties': ['Internal Medicine', 'Pulmonary Disease'], 'subspecialties': ['Pulmonary Disease', 'General Pulmonary Disease'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
21,"Which of the following is the most appropriate next step in management?""","['A 36-year-old woman comes to the physician because of fatigue for 4 months.', 'She is unable to do her chores and complains of excessive sleepiness during the day.', 'She has generalized itching.', 'She has not had abdominal pain, fever, or weight loss.', 'She has had chronic low back pain for 6 years.', 'Her current medications include acetaminophen and vitamin supplements.', 'Examination shows scratch marks over the trunk.', 'The remainder of the examination shows no abnormalities.', 'Laboratory studies show: | Hemoglobin 13.2 g/dL | Leukocyte count 8,300/mm3 | Platelet count 280,000/mm3 | ESR 32 mm/h | Serum | Glucose 89 mg/dL | Creatinine 0.7 mg/dL | TSH 4.8 μU/ml | Bilirubin | Total 1.4 mg/dL | Direct 0.9 mg/dL | Alkaline phosphatase 480 U/L | Aspartate aminotransferase 62 U/L | Alanine aminotransferase 32 U/L | Total cholesterol 288 mg/dL | HDL-cholesterol 57 mg/dL | LDL-cholesterol 189 mg/dL | Triglycerides 212 mg/dL | γ-Glutamyl transferase 92 U/L (N = 5–50) | Antimitochondrial antibody (AMA) positive | Antinuclear antibody (ANA) positive | Urinalysis shows no abnormalities.', 'Ultrasound of the abdomen shows gallbladder sludge.']",10,"{'A': 'Liver biopsy', 'B': 'Atorvastatin', 'C': 'Cholestyramine', 'D': 'Ursodeoxycholic acid'}",Ursodeoxycholic acid,D,,"['1. A 36-year-old woman comes to the physician because of fatigue for 4 months.', '2. She is unable to do her chores and complains of excessive sleepiness during the day.', '3. She has generalized itching.', '4. She has not had abdominal pain, fever, or weight loss.', '5. She has had chronic low back pain for 6 years.', '6. Her current medications include acetaminophen and vitamin supplements.', '7. Examination shows scratch marks over the trunk.', '8. The remainder of the examination shows no abnormalities.', '9. Laboratory studies show: Hemoglobin 13.2 g/dL.', '10. Laboratory studies show: Leukocyte count 8,300/mm3.', '11. Laboratory studies show: Platelet count 280,000/mm3.', '12. Laboratory studies show: ESR 32 mm/h.', '13. Laboratory studies show: Serum Glucose 89 mg/dL.', '14. Laboratory studies show: Creatinine 0.7 mg/dL.', '15. Laboratory studies show: TSH 4.8 μU/ml.', '16. Laboratory studies show: Bilirubin Total 1.4 mg/dL.', '17. Laboratory studies show: Direct 0.9 mg/dL.', '18. Laboratory studies show: Alkaline phosphatase 480 U/L.', '19. Laboratory studies show: Aspartate aminotransferase 62 U/L.', '20. Laboratory studies show: Alanine aminotransferase 32 U/L.', '21. Laboratory studies show: Total cholesterol 288 mg/dL.', '22. Laboratory studies show: HDL-cholesterol 57 mg/dL.', '23. Laboratory studies show: LDL-cholesterol 189 mg/dL.', '24. Laboratory studies show: Triglycerides 212 mg/dL.', '25. Laboratory studies show: γ-Glutamyl transferase 92 U/L (N = 5–50).', '26. Laboratory studies show: Antimitochondrial antibody (AMA) positive.', '27. Laboratory studies show: Antinuclear antibody (ANA) positive.', '28. Urinalysis shows no abnormalities.', '29. Ultrasound of the abdomen shows gallbladder sludge.']","{'gender': 'Female', 'age': '36', 'specialties': ['Internal Medicine', 'Hepatology'], 'subspecialties': ['Gastroenterology', 'General Hepatology'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
22,"Which of the following arterial blood findings for the partial pressure of oxygen (PaO2), oxygen saturation (SaO2), and oxygen concentration (CaO2) are expected in this patient?","['A 40-year-old woman presents to the physician with complaints of frequent headaches and fatigue for a month.', 'Her headaches are mild and occur at random times.', 'They are relieved by over the counter analgesics.', 'Furthermore, she feels tired most of the time and sometimes gets short of breath with exertion.', 'She denies low mood, loss of interest, inability to concentrate, sleep disturbance, or suicidal ideation.', 'She was diagnosed with Crohn’s disease 20 years ago for which she currently takes methotrexate.', 'Additionally, she takes a folic acid-containing multivitamin daily.', 'Her medical history is otherwise insignificant and she does not smoke, drink, or use recreational drugs.', 'She has a pulse rate of 110/min, respiratory rate of 20/min, and temperature of 37.0°C (98.6°F).', 'Physical examination reveals pallor in her palms and lower palpebral conjunctiva.']",10,"{'A': 'Normal PaO2, normal SaO2, normal CaO2', 'B': 'Low PaO2, low SaO2, low CaO2', 'C': 'Low PaO2, normal SaO2, normal CaO2', 'D': 'Normal PaO2, normal SaO2, low CaO2'}","Normal PaO2, normal SaO2, low CaO2",D,,"['1. Patient is a 40-year-old woman.', '2. Patient has been experiencing frequent headaches and fatigue for a month.', '3. Headaches are mild and occur at random times.', '4. Headaches are relieved by over the counter analgesics.', '5. Patient feels tired most of the time.', '6. Patient sometimes gets short of breath with exertion.', '7. Patient denies low mood, loss of interest, inability to concentrate, sleep disturbance, or suicidal ideation.', '8. Patient was diagnosed with Crohn’s disease 20 years ago.', '9. Patient currently takes methotrexate.', '10. Patient takes a folic acid-containing multivitamin daily.', ""11. Patient's medical history is otherwise insignificant."", '12. Patient does not smoke, drink, or use recreational drugs.', '13. Patient has a pulse rate of 110/min.', '14. Patient has a respiratory rate of 20/min.', '15. Patient has a temperature of 37.0°C (98.6°F).', ""16. Physical examination reveals pallor in patient's palms and lower palpebral conjunctiva.""]","{'gender': 'Female', 'age': '40', 'specialties': ['Internal Medicine', 'Pulmonary Disease'], 'subspecialties': ['Pulmonary Disease', 'General Pulmonary Disease'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Neurology'}",Internal Medicine
24,Which of the following should be monitored as the patient continues treatment?,"['A 66-year-old man presents to the office complaining of fatigue.', 'He reports that for the past year he has been experiencing a progressive decrease in energy.', 'This week he began having some difficulty breathing while climbing the stairs.', 'He denies chest pain or palpitations.', 'He has no other chronic medical conditions and has had no prior surgeries.', 'The patient is found to be anemic.', 'A fecal occult blood test is positive, and a colonoscopy is obtained.', 'The patient is subsequently diagnosed with colorectal cancer.', 'He undergoes a partial colectomy and is started on 5-fluorouracil as adjuvant chemotherapy.']",9,"{'A': 'Creatinine', 'B': 'Fecal leukocytes', 'C': 'Neutrophil count', 'D': 'Peak flow'}",Neutrophil count,C,,"['1. A 66-year-old man presents to the office complaining of fatigue.', '2. He reports that for the past year he has been experiencing a progressive decrease in energy.', '3. This week he began having some difficulty breathing while climbing the stairs.', '4. He denies chest pain or palpitations.', '5. He has no other chronic medical conditions and has had no prior surgeries.', '6. The patient is found to be anemic.', '7. A fecal occult blood test is positive.', '8. A colonoscopy is obtained.', '9. The patient is subsequently diagnosed with colorectal cancer.', '10. He undergoes a partial colectomy.', '11. He is started on 5-fluorouracil as adjuvant chemotherapy.']","{'gender': 'Male', 'age': '66 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Nephrology', 'Geriatric Medicine'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
25,The molecular structure of the drug most likely recommended by the physician closely resembles a drug used to treat which of the following conditions?,"['A 15-year-old girl comes to the physician for a follow-up evaluation.', 'She has multiple erythematous pustules and nodules over her face, for which she has received erythromycin and topical benzoyl peroxide.', 'She is concerned that the therapy is ineffective.', 'The physician recommends a drug on the condition that the patient agrees to use oral contraceptives.']",4,"{'A': 'EGFR-positive non-small cell lung cancer', 'B': 'Acute promyelocytic leukemia', 'C': 'BRAF-positive metastatic melanoma', 'D': 'Choriocarcinoma'}",Acute promyelocytic leukemia,B,,"['1. A 15-year-old girl comes to the physician for a follow-up evaluation.', '2. She has multiple erythematous pustules and nodules over her face.', '3. She has received erythromycin and topical benzoyl peroxide.', '4. She is concerned that the therapy is ineffective.', '5. The physician recommends a drug.', '6. The patient must agree to use oral contraceptives in order to receive the drug.']","{'gender': 'Female', 'age': '15 years old', 'specialties': ['Internal Medicine', 'Pediatrics'], 'subspecialties': ['Medical Oncology', 'Pediatric Hematology'], 'specialty_prob': [0.8, 0.2], 'subspecialty_prob': [0.8, 0.2], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
31,What ausculatory finding would explain the mechanism by which her more recent complaint occurred?,"['A 32-year-old woman presents to the emergency department with 2 hours of left-sided weakness.', 'Her husband reports that she had been complaining of pain and swelling in her right calf for several weeks prior to this event.', 'The couple had recently returned from a vacation in Europe.']",3,"{'A': 'Holosystolic murmur radiating to the axilla', 'B': 'Wide, fixed splitting of S2', 'C': 'Crescendo-decrescendo murmur heard loudest at the right second intercostal space', 'D': 'An S2 that splits during expiration'}","Wide, fixed splitting of S2",B,,"['1. A 32-year-old woman presents to the emergency department.', '2. She has had left-sided weakness for 2 hours.', '3. Her husband reports she had been complaining of pain and swelling in her right calf for several weeks prior to this event.', '4. The couple had recently returned from a vacation in Europe.']","{'gender': 'Female', 'age': '32', 'specialties': ['Internal Medicine', 'Neurology'], 'subspecialties': ['Neurology', 'Vascular Neurology'], 'specialty_prob': [0.6666666666666666, 0.3333333333333333], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Neurology'}",Internal Medicine
32,Which of the following is the most likely causal pathogen?,"['A 53-year-old man comes to the physician because of a 1-day history of fever and chills, severe malaise, and cough with yellow-green sputum.', 'He works as a commercial fisherman on Lake Superior.', 'Current medications include metoprolol and warfarin.', 'His temperature is 38.5°C (101.3°F), pulse is 96/min, respirations are 26/min, and blood pressure is 98/62 mm Hg.', 'Examination shows increased fremitus and bronchial breath sounds over the right middle lung field.', 'An x-ray of the chest shows consolidation of the right upper lobe.']",6,"{'A': 'Pseudomonas aeruginosa', 'B': 'Streptococcus pyogenes', 'C': 'Haemophilus influenzae', 'D': 'Streptococcus pneumoniae'}",Streptococcus pneumoniae,D,,"['1. A 53-year-old man comes to the physician.', '2. He has a 1-day history of fever and chills, severe malaise, and cough with yellow-green sputum.', '3. He works as a commercial fisherman on Lake Superior.', '4. His current medications include metoprolol and warfarin.', '5. His temperature is 38.5°C (101.3°F).', '6. His pulse is 96/min.', '7. His respirations are 26/min.', '8. His blood pressure is 98/62 mm Hg.', '9. Examination shows increased fremitus and bronchial breath sounds over the right middle lung field.', '10. An x-ray of the chest shows consolidation of the right upper lobe.']","{'gender': 'Male', 'age': '53 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Pulmonary Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
34,Which of the following serum markers is most strongly associated with this patient’s condition?,"['A 62-year-old male presents to his primary care physician complaining of an unintended 10-pound weight loss over the last 4 months.', 'He also reports vague abdominal discomfort, weakness, and occasional yellowing of his skin and eyes.', 'He has a history of cirrhosis secondary to alcohol abuse and hepatitis C infection.', 'Physical exam demonstrates hepatomegaly and abdominal distention.']",4,"{'A': 'Carcinoembryonic antigen (CEA)', 'B': 'Cancer antigen 19-9 (CA 19-9)', 'C': 'Alpha-fetoprotein (AFP)', 'D': 'Beta-human chorionic gonadotropin (ß-HCG)'}",Alpha-fetoprotein (AFP),C,,"['1. A 62-year-old male presents to his primary care physician.', '2. He has experienced an unintended 10-pound weight loss over the last 4 months.', '3. He reports vague abdominal discomfort, weakness, and occasional yellowing of his skin and eyes.', '4. He has a history of cirrhosis secondary to alcohol abuse and hepatitis C infection.', '5. Physical exam demonstrates hepatomegaly.', '6. Physical exam demonstrates abdominal distention.']","{'gender': 'Male', 'age': '62 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Gastroenterology', 'Medical Oncology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.6666666666666666, 0.3333333333333333], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
35,This study is best described as which of the following?,"['A research group designed a study to investigate the epidemiology of syphilis in the United States.', 'The investigators examined the total number of cases of syphilis and genitourinary chlamydia in the United States using a national health survey of a nationally representative sample of US citizens conducted in 2012.', 'The investigators ultimately found that a history of genitourinary chlamydia infection is associated with syphilis.']",3,"{'A': 'Single-blind clinical trial', 'B': 'Double-blind clinical trial', 'C': 'Cross-sectional study', 'D': 'Case-control study'}",Cross-sectional study,C,,"['1. A research group designed a study to investigate the epidemiology of syphilis in the United States.', '2. The investigators examined the total number of cases of syphilis and genitourinary chlamydia in the United States.', '3. The investigators used a national health survey of a nationally representative sample of US citizens conducted in 2012.', '4. The investigators ultimately found that a history of genitourinary chlamydia infection is associated with syphilis.']","{'gender': 'study', 'age': 'study', 'specialties': ['Internal Medicine', 'Pathology'], 'subspecialties': ['Infectious Disease', 'Medical Microbiology Pathology'], 'specialty_prob': [0.6, 0.4], 'subspecialty_prob': [0.6, 0.4], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
36,Which of the following is the best treatment for this patient’s condition while waiting for the ascitic fluid culture results?,"['A 56-year-old African American male presents with altered mental status, abdominal pain, and a fever of 100.4F.', 'His past medical history is significant for alcohol use and cirrhosis of the liver.', 'Shifting dullness is noted on physical exam.', 'Paracentesis demonstrates serum ascites albumen gradient of 1.3 g/dL, and the ascitic fluid polymorphonuclear cell count is 280 cells/mm^3.']",4,"{'A': 'Nadolol', 'B': 'Cefotaxime', 'C': 'Penicillin', 'D': 'Gentamicin'}",Cefotaxime,B,,"['1. Patient is 56-year-old African American male.', '2. Patient presents with altered mental status, abdominal pain, and fever of 100.4F.', '3. Patient has past medical history of alcohol use and cirrhosis of the liver.', '4. Physical exam reveals shifting dullness.', '5. Paracentesis demonstrates serum ascites albumen gradient of 1.3 g/dL.', '6. Ascitic fluid polymorphonuclear cell count is 280 cells/mm^3.']","{'gender': 'Male', 'age': '56', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
38,Which of the following is the most likely explanation for the laboratory findings in this patient?,"['A 47-year-old woman is admitted to the hospital because of a 2-week history of low-grade fever, fatigue, and a 3-kg (6.6-lb) weight loss.', 'Her temperature is 38°C (100.4°F).', 'Physical examination shows pallor and a cardiac murmur.', 'Her serum creatinine is 1.8 mg/dL.', 'Urinalysis shows red cell casts and 2+ protein.', 'A CT scan of the abdomen with contrast shows no abnormalities.', 'Despite appropriate medical therapy, the patient dies.', 'A photograph of the heart taken during autopsy is shown.']",8,"{'A': 'Occlusion of renal arteries by cholesterol crystals', 'B': 'Deposition of antigen-antibody complexes', 'C': 'Intravascular fragmentation of red blood cells', 'D': 'Hypersensitivity to penicillin haptens'}",Deposition of antigen-antibody complexes,B,,"['1. A 47-year-old woman is admitted to the hospital.', '2. She has a 2-week history of low-grade fever, fatigue, and a 3-kg (6.6-lb) weight loss.', '3. Her temperature is 38°C (100.4°F).', '4. Physical examination shows pallor and a cardiac murmur.', '5. Her serum creatinine is 1.8 mg/dL.', '6. Urinalysis shows red cell casts and 2+ protein.', '7. A CT scan of the abdomen with contrast shows no abnormalities.', '8. Despite appropriate medical therapy, the patient dies.', '9. A photograph of the heart taken during autopsy is shown.']","{'gender': 'Female', 'age': '47 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Infectious Disease', 'General Internal Medicine', 'Rheumatology'], 'specialty_prob': [1.0], 'subspecialty_prob': [0.4, 0.4, 0.2], 'gpt_specialty': 'Internal Medicine'}",Internal Medicine
40,"Arterial blood gas analysis on room air shows: | pH 7.56 | PCO2 40 mm Hg | PO2 94 mm Hg | HCO3- 30 mEq/L | Measurement of which of the following is the most appropriate next step in diagnosis?""","[""A 24-year-old primigravid woman at 8 weeks' gestation is brought to the emergency department because of a 5-day history of nausea and vomiting."", 'She has not been able to tolerate much food or drink.', 'Her symptoms are worse in the morning.', 'She has tried multiple oral antiemetics with limited relief.', 'She has not had fevers, chills, abdominal pain, urinary symptoms, or diarrhea.', 'She appears tired.', 'Her temperature is 37°C (98.6°F), pulse is 105/min, and blood pressure is 108/60 mm Hg.', 'Examination shows dry mucous membranes and cool extremities, with delayed capillary refill time.']",8,"{'A': 'Serum osmolal gap', 'B': 'Serum anion gap', 'C': 'Urine albumin to urine creatinine ratio', 'D': 'Urine chloride concentration'}",Urine chloride concentration,D,,"['1. Patient is a 24-year-old primigravid woman.', ""2. Patient is 8 weeks' gestation."", '3. Patient has a 5-day history of nausea and vomiting.', '4. Patient has not been able to tolerate much food or drink.', '5. Symptoms are worse in the morning.', '6. Patient has tried multiple oral antiemetics with limited relief.', '7. Patient has not had fevers, chills, abdominal pain, urinary symptoms, or diarrhea.', '8. Patient appears tired.', ""9. Patient's temperature is 37°C (98.6°F)."", ""10. Patient's pulse is 105/min."", ""11. Patient's blood pressure is 108/60 mm Hg."", '12. Examination shows dry mucous membranes.', '13. Examination shows cool extremities.', '14. Examination shows delayed capillary refill time.']","{'gender': 'Female', 'age': '24 years old', 'specialties': ['Internal Medicine'], 'subspecialties': ['Gastroenterology'], 'specialty_prob': [1.0], 'subspecialty_prob': [1.0], 'gpt_specialty': 'Emergency Medicine'}",Internal Medicine
